,Date,16-18kg,18-20kg,20-22kg,22-24kg,CPI (Dec20$),,Real 16-18kg,Real 18-20kg,Real 20-22kg,Real 22-24kg
965,25/03/2019,,640,640,640,0.974,,,657.0841889,657.0841889,657.0841889
966,1/04/2019,,667,667,667,0.98,,,680.6122449,680.6122449,680.6122449
967,8/04/2019,,680,680,680,0.98,,,693.877551,693.877551,693.877551
968,15/04/2019,,693,693,693,0.98,,,707.1428571,707.1428571,707.1428571
969,22/04/2019,,696.5,696.5,696.5,0.98,,,710.7142857,710.7142857,710.7142857
970,29/04/2019,,700,700,700,0.98,,,714.2857143,714.2857143,714.2857143
971,6/05/2019,,733,733,733,0.98,,,747.9591837,747.9591837,747.9591837
972,13/05/2019,,747,747,747,0.98,,,762.244898,762.244898,762.244898
973,20/05/2019,,767,767,767,0.98,,,782.6530612,782.6530612,782.6530612
974,27/05/2019,,820,820,820,0.98,,,836.7346939,836.7346939,836.7346939
975,3/06/2019,,827,827,827,0.98,,,843.877551,843.877551,843.877551
976,10/06/2019,,837,837,837,0.98,,,854.0816327,854.0816327,854.0816327
977,17/06/2019,,847,847,847,0.98,,,864.2857143,864.2857143,864.2857143
978,24/06/2019,,847,847,847,0.98,,,864.2857143,864.2857143,864.2857143
979,1/07/2019,,847,847,847,0.985,,,859.8984772,859.8984772,859.8984772
980,8/07/2019,,857,857,857,0.985,,,870.0507614,870.0507614,870.0507614
981,15/07/2019,,887,887,887,0.985,,,900.5076142,900.5076142,900.5076142
982,22/07/2019,,893,893,893,0.985,,,906.5989848,906.5989848,906.5989848
983,29/07/2019,,893,893,893,0.985,,,906.5989848,906.5989848,906.5989848
984,5/08/2019,,867,867,867,0.985,,,880.2030457,880.2030457,880.2030457
985,12/08/2019,,863,863,863,0.985,,,876.142132,876.142132,876.142132
986,19/08/2019,,815,815,815,0.985,,,827.4111675,827.4111675,827.4111675
987,26/08/2019,,815,815,815,0.985,,,827.4111675,827.4111675,827.4111675
988,2/09/2019,,810,810,810,0.985,,,822.3350254,822.3350254,822.3350254
989,9/09/2019,,788,788,788,0.985,,,800,800,800
990,16/09/2019,,770,770,770,0.985,,,781.7258883,781.7258883,781.7258883
991,23/09/2019,,783,783,783,0.985,,,794.9238579,794.9238579,794.9238579
992,30/09/2019,,803,803,803,0.985,,,815.2284264,815.2284264,815.2284264
993,7/10/2019,,798,798,798,0.991,,,805.247225,805.247225,805.247225
994,14/10/2019,,798,798,798,0.991,,,805.247225,805.247225,805.247225
995,21/10/2019,,768,768,768,0.991,,,774.974773,774.974773,774.974773
996,28/10/2019,,768,768,750,0.991,,,774.974773,774.974773,756.8113017
997,4/11/2019,,768,768,750,0.991,,,774.974773,774.974773,756.8113017
998,11/11/2019,,768,768,780,0.991,,,774.974773,774.974773,787.0837538
999,18/11/2019,,753,753,753,0.991,,,759.8385469,759.8385469,759.8385469
1000,25/11/2019,,748,748,748,0.991,,,754.7931382,754.7931382,754.7931382
1001,2/12/2019,,748,748,748,0.991,,,754.7931382,754.7931382,754.7931382
1002,9/12/2019,,733,733,733,0.991,,,739.6569122,739.6569122,739.6569122
1003,16/12/2019,,733,733,733,0.991,,,739.6569122,739.6569122,739.6569122
1004,23/12/2019,,708,729.6666667,729.6666667,0.991,,,714.4298688,736.2933065,736.2933065
1005,30/12/2019,,683,726.3333333,726.3333333,0.991,,,689.2028254,732.9297006,732.9297006
1006,6/01/2020,,658,723,723,0.995,,,661.3065327,726.6331658,726.6331658
1007,13/01/2020,,658,730,730,0.995,,,661.3065327,733.6683417,733.6683417
1008,20/01/2020,,733,733,733,0.995,,,736.6834171,736.6834171,736.6834171
1009,27/01/2020,,733,733,733,0.995,,,736.6834171,736.6834171,736.6834171
